# scan = 13
# date = 10/22/2003
# time = 9:15:49 PM
# experiment = Alignment and Intensity Checks
# experiment_number = 41
# command = scanrel a2 -4 4 .25
# builtin_command = scan a2 @(a2)+-4 @(a2)+4 0.250000
# users = MY
# local_contact = MY
# scan_title = 
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = Sample with lattice params=2*pi
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 6.280000,6.280000,6.280000,90.000000,90.000000,90.000000
# ubmatrix = -0.112597,-0.112597,0.000000,0.000000,0.000000,-0.159236,0.112597,-0.112597,0.000000
# mode = 0
# plane_normal = 0.000000,0.000000,1.000000
# ubconf = 
# preset_type = normal 
# preset_channel = time
# preset_value = 1.000000
# def_x = a2
# def_y = detector
# col_headers = 
#   Pt.         a2       time   detector    monitor        mcu         m1         m2         s1         s2        sgl        sgu        stl        stu         a1          q          h          k          l         ei         ef          e       temp    coldtip    tsample
      1    -3.5706      1.000   2350.000    498.000      0.004    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    27.3936    -0.2577    -0.2577   -27.3773    14.7002  1871.9945 -1857.2943     0.0000     0.0000     0.000
      2    -3.3206      1.000   3298.000    579.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    29.6553    -0.2771    -0.2771   -29.6376    14.7002  2164.3111 -2149.6109     0.0000     0.0000     0.000
      3    -3.0762      1.000   5228.000    549.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    32.2227    -0.2991    -0.2991   -32.2036    14.7002  2521.8485 -2507.1484     0.0000     0.0000     0.000
      4    -2.8207      1.000   7740.000    510.000      0.004    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    35.3811    -0.3262    -0.3261   -35.3602    14.7002  2999.1456 -2984.4455     0.0000     0.0000     0.000
      5    -2.5735      1.000  11100.000    547.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    39.0346    -0.3575    -0.3575   -39.0116    14.7002  3602.8366 -3588.1364     0.0000     0.0000     0.000
      6    -2.3209      1.000  15930.000    543.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    43.5738    -0.3965    -0.3964   -43.5481    14.7002  4429.9283 -4415.2281     0.0000     0.0000     0.000
      7    -2.0737      1.000  21091.000    539.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    49.0848    -0.4437    -0.4436   -49.0559    14.7002  5548.8661 -5534.1659     0.0000     0.0000     0.000
      8    -1.8210      1.000  27422.000    534.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    56.2648    -0.5053    -0.5052   -56.2317    14.7002  7195.4880 -7180.7878     0.0000     0.0000     0.000
      9    -1.5765      1.000  32452.000    521.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    65.4010    -0.5836    -0.5835   -65.3626    14.7002  9599.6274 -9584.9273     0.0000     0.0000     0.000
     10    -1.3211      1.000  39410.000    522.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    78.5603    -0.6964    -0.6963   -78.5143    14.7002 13670.3573 -13655.6572     0.0000     0.0000     0.000
     11    -1.0739      1.000  46073.000    569.000      0.005    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000    97.2555    -0.8567    -0.8566   -97.1986    14.7002 20687.5948 -20672.8946     0.0000     0.0000     0.000
     12    -0.8185      1.000  53219.000    511.000      0.004    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000   128.4374    -1.1241    -1.1239  -128.3624    14.7002 35614.4055 -35599.7053     0.0000     0.0000     0.000
     13    -0.5713      1.000  59675.000    493.000      0.004    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000   185.1628    -1.6105    -1.6102  -185.0549    14.7002 73101.7614 -73087.0612     0.0000     0.0000     0.000
     14    -0.3213      1.000  65497.000    480.000      0.004    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000   331.2489    -2.8631    -2.8626  -331.0562    14.7002 231036.4554 -231021.7552     0.0000     0.0000     0.000
     15    -0.0742      0.000      0.000      0.000      0.000    51.0520   -41.1660     0.0002    -0.6949    -0.0055     0.0000     0.0000    -0.0010     0.0000  1444.2902   -12.4069   -12.4045 -1443.4514    14.7002 4338354.5138 -4338339.8136     0.0000     0.0000     0.000
# Sum of Counts = 390485
# Center of Mass = -1.198166+/-0.002968
# Full Width Half-Maximum = 1.508738+/-0.002957
# 9:16:34 PM  10/22/2003   scan stopped!!
