# scan = 50
# date = 8/29/2016
# time = 10:40:26 AM
# proposal = IPTS-16819
# experiment = Investing the magnetic structure and moment of BaFe4O7 and K-doped
# experiment_number = 500
# command = scan n=5 preset time 2
# builtin_command = scan n 5 preset time 2
# users = Hans-Conrad Zur Loye
# local_contact = Stuart Calder
# scan_title = KBaFe4O7, Zur Loye, Ge113, op-21-12, T= 75 C - After heating
# monochromator = 
# analyzer = 
# sense = -+-
# collimation = 48-40-40-120
# samplename = BaFe4O7 and K1.15Ba0.43Fe2O7
# sampletype = powder
# samplemosaic = 30.000000
# latticeconstants = 5.000000,5.000000,5.000000,90.000000,90.000000,90.000000
# ubmatrix = 0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
# mode = 3
# ubconf = UB15Aug2016_102130AM.ini
# preset_type = normal 
# preset_channel = time
# preset_value = 2.000000
# def_x = Pt.
# def_y = monitor
# col_headers = 
#   Pt.       time    monitor   detector     anode1     anode2     anode3     anode4     anode5     anode6     anode7     anode8     anode9    anode10    anode11    anode12    anode13    anode14    anode15    anode16    anode17    anode18    anode19    anode20    anode21    anode22    anode23    anode24    anode25    anode26    anode27    anode28    anode29    anode30    anode31    anode32    anode33    anode34    anode35    anode36    anode37    anode38    anode39    anode40    anode41    anode42    anode43    anode44         m1       marc     mtrans   coltrans     colrot       coll     2theta   pgfilter  colltrans         s1        sgl        sgu    slit_bt    slit_lf    slit_rt    slit_tp        stl        stu furnace_setpoint
      1      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     9.4500     0.0000    -0.0310     0.0000    -0.8000     0.0000     0.0000     0.0000     0.0000   -90.0005    -0.0013     0.0000     0.0000     0.0000     0.0000     0.0000    -0.0005     0.0000     0.000
      2      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     9.4500     0.0000    -0.0310     0.0000    -0.8000     0.0000     0.0000     0.0000     0.0000   -90.0005    -0.0013     0.0000     0.0000     0.0000     0.0000     0.0000    -0.0005     0.0000     0.000
      3      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     9.4500     0.0000    -0.0310     0.0000    -0.8000     0.0000     0.0000     0.0000     0.0000   -90.0005    -0.0013     0.0000     0.0000     0.0000     0.0000     0.0000    -0.0005     0.0000     0.000
      4      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     9.4500     0.0000    -0.0310     0.0000    -0.8000     0.0000     0.0000     0.0000     0.0000   -90.0005    -0.0013     0.0000     0.0000     0.0000     0.0000     0.0000    -0.0005     0.0000     0.000
      5      2.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     9.4500     0.0000    -0.0310     0.0000    -0.8000     0.0000     0.0000     0.0000     0.0000   -90.0005    -0.0013     0.0000     0.0000     0.0000     0.0000     0.0000    -0.0005     0.0000     0.000
      6      2.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     9.4500     0.0000    -0.0310     0.0000    -0.8000     0.0000     0.0000     0.0000     0.0000   -90.0005    -0.0013     0.0000     0.0000     0.0000     0.0000     0.0000    -0.0005     0.0000     0.000
# Sum of Counts = 1
# Center of Mass = 5.000000+/-7.071068
# Full Width Half-Maximum = 0.000000+/-NaN
# 10:40:38 AM  8/29/2016   scan completed.
